run_id,question_id,question,benchmark_category,question_type,expected_answer_type,model,embedding_name,embedding_model,collection,top_k_per_type,max_context_records,selected_record_types,retrieved_sources,expected_sources,cited_sources,invalid_cited_sources,expected_keywords,must_not_include,retrieval_time_seconds,generation_time_seconds,total_latency_seconds,eval_count,eval_duration,prompt_eval_count,prompt_eval_duration,tokens_per_second,prompt_char_count,context_char_count,answer_word_count,keyword_score,source_score,must_not_include_violations,not_enough_info,not_enough_info_expected,not_enough_info_correct,overall_auto_score,answer,manual_accuracy_0_1,manual_hallucination_0_1,manual_citation_quality_0_1,manual_notes
20260509_013326,q003,Which task is waiting for an endoscope connector seal?,Core semantic retrieval/extraction,,specific_record,qwen3:1.7b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,work_orders","tasks_290,tasks_230,tasks_74,work_orders_39,work_orders_59,work_orders_19",tasks_74,"tasks_230,tasks_290,tasks_74",,endoscope|connector seal|waiting|blocked,oxygen cell,3.533,10.773,14.306,366,3447894400,1776,406358800,106.152,5909,5071,72,1.0,1.0,0,False,False,,1.0,"The tasks waiting for an endoscope connector seal are:  
- **tasks_290** (Corrective action: Replace connector seal and run leak test)  
- **tasks_230** (Corrective action: Replace connector seal and run leak test)  
- **tasks_74** (Corrective action: Replace breathing circuit seal and repeat leak test)  

All three tasks have the blocked reason ""Waiting for Endoscope connector seal from spare parts store; current stock is below minimum level.""  

Sources:  
- tasks_290  
- tasks_230  
- tasks_74",,,,
20260509_013326,q003,Which task is waiting for an endoscope connector seal?,Core semantic retrieval/extraction,,specific_record,qwen3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,work_orders","tasks_290,tasks_230,tasks_74,work_orders_39,work_orders_59,work_orders_19",tasks_74,"tasks_230,tasks_290,tasks_74",,endoscope|connector seal|waiting|blocked,oxygen cell,3.533,42.055,45.588,1756,33257480700,1776,896808400,52.8,5909,5071,9,0.75,1.0,0,False,False,,0.9,"Tasks waiting for endoscope connector seal: tasks_290, tasks_230, tasks_74",,,,
20260509_013326,q003,Which task is waiting for an endoscope connector seal?,Core semantic retrieval/extraction,,specific_record,qwen3:8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,work_orders","tasks_290,tasks_230,tasks_74,work_orders_39,work_orders_59,work_orders_19",tasks_74,"tasks_230,tasks_290,tasks_74",,endoscope|connector seal|waiting|blocked,oxygen cell,3.533,52.973,56.507,373,38415036900,1776,2532095200,9.71,5909,5071,56,1.0,1.0,0,False,False,,1.0,"The following tasks are waiting for an Endoscope connector seal:  
- **tasks_290**: Blocked due to low stock of Endoscope connector seal (Source ID: tasks_290).  
- **tasks_230**: Blocked for the same reason (Source ID: tasks_230).  
- **tasks_74**: Blocked due to insufficient Endoscope connector seal stock (Source ID: tasks_74).  

All three tasks are blocked by the same shortage.",,,,
20260509_013326,q003,Which task is waiting for an endoscope connector seal?,Core semantic retrieval/extraction,,specific_record,phi4-mini:3.8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,work_orders","tasks_290,tasks_230,tasks_74,work_orders_39,work_orders_59,work_orders_19",tasks_74,"tasks_230,tasks_290,tasks_74",,endoscope|connector seal|waiting|blocked,oxygen cell,3.533,10.435,13.968,50,775123300,1550,675600700,64.506,5909,5071,36,0.75,1.0,0,False,False,,0.9,"Source ID tasks_290, Source ID tasks_230, Source ID tasks_74
These records indicate that the corrective actions titled ""Replace connector seal and run leak test"" are blocked due to a shortage of Endoscope connector seals in stock.",,,,
20260509_013326,q003,Which task is waiting for an endoscope connector seal?,Core semantic retrieval/extraction,,specific_record,gemma3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,work_orders","tasks_290,tasks_230,tasks_74,work_orders_39,work_orders_59,work_orders_19",tasks_74,"tasks_230,tasks_290",,endoscope|connector seal|waiting|blocked,oxygen cell,3.533,13.314,16.847,40,1230907100,1904,1045936200,32.496,5909,5071,20,0.75,0.0,0,False,False,,0.55,"Tasks 290 and 230 are waiting for an endoscope connector seal from the spare parts store.
Source IDs: tasks_290, tasks_230",,,,
20260509_013326,q004,Which records mention running a load test?,Core semantic retrieval/extraction,,specific_record,qwen3:1.7b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_96,work_orders_172,work_orders_212,work_orders_12,tasks_275,tasks_215,claims_645,claims_585,claims_545,equipment_80",tasks_155,"tasks_215,tasks_275,work_orders_12,work_orders_172,work_orders_212",,load test|battery|UPS,steam trap,3.638,13.23,16.868,538,5570903900,3126,766989400,96.573,10563,9685,82,1.0,0.0,0,False,False,,0.65,"The records mentioning running a load test are:  
1. **work_orders_172** (Scope: Replace weak battery modules and run load test)  
2. **work_orders_212** (Scope: Replace weak battery modules and run load test)  
3. **work_orders_12** (Scope: Replace weak battery modules and run load test)  
4. **tasks_275** (Description: Replace weak battery modules and run load test)  
5. **tasks_215** (Description: Replace weak battery modules and run load test)  

These records explicitly mention the execution of a load test as part of corrective actions for UPS battery issues.",,,,
20260509_013326,q004,Which records mention running a load test?,Core semantic retrieval/extraction,,specific_record,qwen3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_96,work_orders_172,work_orders_212,work_orders_12,tasks_275,tasks_215,claims_645,claims_585,claims_545,equipment_80",tasks_155,"tasks_215,tasks_275,work_orders_12,work_orders_172,work_orders_212",,load test|battery|UPS,steam trap,3.638,50.465,54.104,2024,41224487300,3126,1671464500,49.097,10563,9685,117,1.0,0.0,0,False,False,,0.65,"The records that mention ""run load test"" (which refers to the action of running a load test) are:

- work_orders_172 (mentions ""run load test"" in the description)
- work_orders_212 (mentions ""run load test"" in the description)
- work_orders_12 (mentions ""run load test"" in the description)
- tasks_275 (mentions ""run load test"" in the description)
- tasks_215 (mentions ""run load test"" in the description)

These records all specifically reference ""run load test"" as part of their scope or description for addressing UPS battery autonomy issues. Note that the database context uses the base form ""run load test"" rather than the continuous form ""running a load test,"" but these records clearly indicate the action of running a load test.",,,,
20260509_013326,q004,Which records mention running a load test?,Core semantic retrieval/extraction,,specific_record,qwen3:8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_96,work_orders_172,work_orders_212,work_orders_12,tasks_275,tasks_215,claims_645,claims_585,claims_545,equipment_80",tasks_155,"tasks_215,tasks_275,work_orders_12,work_orders_172,work_orders_212",,load test|battery|UPS,steam trap,3.638,84.329,87.968,602,67967863400,3126,4197816600,8.857,10563,9685,84,1.0,0.0,0,False,False,,0.65,"The following records mention running a load test:  
- **work_orders_172**: ""Replace weak battery modules and run load test"" (description and completion_notes).  
- **work_orders_212**: ""Replace weak battery modules and run load test"" (description and completion_notes).  
- **work_orders_12**: ""Replace weak battery modules and run load test"" (description and completion_notes).  
- **tasks_275**: ""Replace weak battery modules and run load test"" (description).  
- **tasks_215**: ""Replace weak battery modules and run load test"" (description).  

These records consistently reference load testing as part of corrective actions for UPS battery issues.",,,,
20260509_013326,q004,Which records mention running a load test?,Core semantic retrieval/extraction,,specific_record,phi4-mini:3.8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_96,work_orders_172,work_orders_212,work_orders_12,tasks_275,tasks_215,claims_645,claims_585,claims_545,equipment_80",tasks_155,"tasks_96,work_orders_172,work_orders_212",,load test|battery|UPS,steam trap,3.638,12.16,15.798,106,1743023600,2709,1200010000,60.814,10563,9685,85,1.0,0.0,0,False,False,,0.65,"Source ID tasks_96, work_orders_172, and work_orders_212. These records contain the description ""Run functional test"" which implies that they involve performing tests such as loading to verify functionality after maintenance or repairs have been conducted on equipment like UPS battery modules. The context suggests these actions are part of a corrective action process aimed at restoring service by replacing weak components with new ones and ensuring proper operation through load testing, although the specific mention is in tasks_96's description rather than explicitly stating ""run load test.""",,,,
20260509_013326,q004,Which records mention running a load test?,Core semantic retrieval/extraction,,specific_record,gemma3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_96,work_orders_172,work_orders_212,work_orders_12,tasks_275,tasks_215,claims_645,claims_585,claims_545,equipment_80",tasks_155,"claims_585,tasks_275,work_orders_172",,load test|battery|UPS,steam trap,3.638,14.734,18.373,111,3466168600,3332,1503600100,32.024,10563,9685,55,0.667,0.0,0,False,False,,0.517,"The following records mention running a load test:

*   work_orders_172 (Source ID: work_orders_172) - “Scope: Replace weak battery modules and run load test.”
*   tasks_275 (Source ID: tasks_275) - “Corrective action: Replace weak battery modules and run load test”
*   claims_585 (Source ID: claims_585) - “Corrective action: Replace weak battery modules and run load test”",,,,
20260509_013326,q005,Which records mention reviewing a temperature log?,Core semantic retrieval/extraction,,specific_record,qwen3:1.7b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","work_orders_13,work_orders_173,claims_553,claims_533,claims_573,work_orders_93,tasks_98,tasks_278,tasks_218,equipment_121",tasks_98,"tasks_218,tasks_278,tasks_98,work_orders_13,work_orders_173,work_orders_93",,temperature log|door gasket|sensor,oxygen cell,3.625,17.935,21.56,998,10469008100,3117,725688200,95.329,10248,9362,47,0.333,1.0,0,False,False,,0.733,"The records mentioning reviewing a temperature log are:  
1. **work_orders_13** (WO 13)  
2. **work_orders_173** (WO 173)  
3. **work_orders_93** (WO 93)  
4. **tasks_98** (Corrective action)  
5. **tasks_278** (Corrective action)  
6. **tasks_218** (Corrective action)  

These records explicitly reference the action of reviewing temperature logs in their descriptions or notes.",,,,
20260509_013326,q005,Which records mention reviewing a temperature log?,Core semantic retrieval/extraction,,specific_record,qwen3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","work_orders_13,work_orders_173,claims_553,claims_533,claims_573,work_orders_93,tasks_98,tasks_278,tasks_218,equipment_121",tasks_98,"tasks_218,tasks_278,tasks_98,work_orders_173,work_orders_93",,temperature log|door gasket|sensor,oxygen cell,3.625,36.681,40.306,1368,27453624800,3117,1676664400,49.829,10248,9362,5,0.0,1.0,0,False,False,,0.6,"work_orders_173, work_orders_93, tasks_98, tasks_278, tasks_218",,,,
20260509_013326,q005,Which records mention reviewing a temperature log?,Core semantic retrieval/extraction,,specific_record,qwen3:8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","work_orders_13,work_orders_173,claims_553,claims_533,claims_573,work_orders_93,tasks_98,tasks_278,tasks_218,equipment_121",tasks_98,"tasks_218,tasks_278,tasks_98,work_orders_13,work_orders_173,work_orders_93",,temperature log|door gasket|sensor,oxygen cell,3.625,88.196,91.821,631,72136783600,3117,4120722100,8.747,10248,9362,81,0.333,1.0,0,False,False,,0.733,"The following records mention reviewing a temperature log:  
- **work_orders_13**: Description and completion_notes explicitly state ""review temperature log.""  
- **work_orders_173**: Description includes ""review temperature log.""  
- **work_orders_93**: Description and completion_notes mention ""review temperature log.""  
- **tasks_98**: Description states ""review temperature log.""  
- **tasks_278**: Description repeats ""review temperature log.""  
- **tasks_218**: Description includes ""review temperature log.""  

These records consistently reference temperature log reviews as part of corrective actions for medical refrigerator temperature excursions.  

**Source IDs cited**: work_orders_13, work_orders_173, work_orders_93, tasks_98, tasks_278, tasks_218.",,,,
20260509_013326,q005,Which records mention reviewing a temperature log?,Core semantic retrieval/extraction,,specific_record,phi4-mini:3.8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","work_orders_13,work_orders_173,claims_553,claims_533,claims_573,work_orders_93,tasks_98,tasks_278,tasks_218,equipment_121",tasks_98,"tasks_218,tasks_98,work_orders_13",,temperature log|door gasket|sensor,oxygen cell,3.625,10.535,14.16,35,555335700,2669,1145908000,63.025,10248,9362,20,0.333,1.0,0,False,False,,0.733,"Source ID: work_orders_13, tasks_98, tasks_218. These entries all contain the phrase ""review temperature log"" in their description or notes sections.",,,,
20260509_013326,q005,Which records mention reviewing a temperature log?,Core semantic retrieval/extraction,,specific_record,gemma3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","work_orders_13,work_orders_173,claims_553,claims_533,claims_573,work_orders_93,tasks_98,tasks_278,tasks_218,equipment_121",tasks_98,"tasks_218,tasks_98,work_orders_13,work_orders_173",,temperature log|door gasket|sensor,oxygen cell,3.625,17.553,21.178,158,4941392800,3274,1734258700,31.975,10248,9362,74,1.0,1.0,0,False,False,,1.0,"The following records mention reviewing a temperature log:

*   work_orders_13 (Source ID: work_orders_13) - “Scope: Inspect door gasket, verify sensor, review temperature log.”
*   work_orders_173 (Source ID: work_orders_173) - “Scope: Inspect door gasket, verify sensor, review temperature log.”
*   tasks_98 (Source ID: tasks_98) - “title: Corrective action, description: Inspect door gasket, verify sensor, review temperature log”
*   tasks_218 (Source ID: tasks_218) - “title: Corrective action, description: Inspect door gasket, verify sensor, review temperature log”",,,,
20260509_013326,q006,Which records mention replacing a breathing circuit seal?,Core semantic retrieval/extraction,,specific_record,qwen3:1.7b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_74,work_orders_79,work_orders_219,work_orders_239,tasks_254,tasks_134,claims_559,claims_599,claims_639,equipment_138",tasks_74,"tasks_134,tasks_74",,breathing circuit seal|replace|leak test,UPS battery,3.377,10.852,14.229,341,3504892100,3151,743816700,97.293,10620,9726,55,1.0,1.0,0,False,False,,1.0,"The records mentioning replacing a breathing circuit seal are:  
1. **tasks_74** (Corrective action: Replace breathing circuit seal and repeat leak test)  
2. **tasks_134** (Corrective action: Replace breathing circuit seal and repeat leak test)  

Both tasks directly reference the replacement of a breathing circuit seal, with the first task being blocked due to spare parts constraints.",,,,
20260509_013326,q006,Which records mention replacing a breathing circuit seal?,Core semantic retrieval/extraction,,specific_record,qwen3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_74,work_orders_79,work_orders_219,work_orders_239,tasks_254,tasks_134,claims_559,claims_599,claims_639,equipment_138",tasks_74,"tasks_134,tasks_254,tasks_74",,breathing circuit seal|replace|leak test,UPS battery,3.377,37.481,40.858,1423,28620411400,3151,1655419900,49.72,10620,9726,4,0.0,1.0,0,False,False,,0.6,"Answer: tasks_74, tasks_254, tasks_134",,,,
20260509_013326,q006,Which records mention replacing a breathing circuit seal?,Core semantic retrieval/extraction,,specific_record,qwen3:8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_74,work_orders_79,work_orders_219,work_orders_239,tasks_254,tasks_134,claims_559,claims_599,claims_639,equipment_138",tasks_74,"tasks_134,tasks_254,tasks_74",,breathing circuit seal|replace|leak test,UPS battery,3.377,65.163,68.541,430,48572471200,3151,4228190000,8.853,10620,9726,65,1.0,1.0,0,False,False,,1.0,"The following records mention replacing a breathing circuit seal:  
- **tasks_74**: Description states ""Replace breathing circuit seal and repeat leak test.""  
- **tasks_254**: Description repeats ""Replace breathing circuit seal and repeat leak test"" (task skipped due to work order cancellation).  
- **tasks_134**: Description explicitly mentions ""Replace breathing circuit seal and repeat leak test.""  

These records directly reference the action of replacing a breathing circuit seal.",,,,
20260509_013326,q006,Which records mention replacing a breathing circuit seal?,Core semantic retrieval/extraction,,specific_record,phi4-mini:3.8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_74,work_orders_79,work_orders_219,work_orders_239,tasks_254,tasks_134,claims_559,claims_599,claims_639,equipment_138",tasks_74,"equipment_138,tasks_74,work_orders_239",,breathing circuit seal|replace|leak test,UPS battery,3.377,12.377,15.753,135,2229109300,2725,1183960400,60.562,10620,9726,104,0.667,1.0,0,False,False,,0.867,"Source ID tasks_74, Source ID work_orders_239. Both record types are related to corrective actions involving the replacement of seals on equipment associated with asset 074 (booster pump) and medical air compressor 138 respectively. The specific action mentioned is ""Replace breathing circuit seal."" However, it should be noted that while task_74 directly mentions replacing a breathing circuit seal as part of its description for tasks related to work order WO 79: Booster pump seal leak, the record in equipment_138 (medical air compressor) does not explicitly mention this detail. Therefore, only one source ID accurately answers your question about records mentioning ""replacing a breathing circuit seal.""",,,,
20260509_013326,q006,Which records mention replacing a breathing circuit seal?,Core semantic retrieval/extraction,,specific_record,gemma3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"claims,work_orders,tasks,equipment","tasks_74,work_orders_79,work_orders_219,work_orders_239,tasks_254,tasks_134,claims_559,claims_599,claims_639,equipment_138",tasks_74,"tasks_134,tasks_74",,breathing circuit seal|replace|leak test,UPS battery,3.377,13.642,17.02,75,2344346600,3329,1592434500,31.992,10620,9726,41,1.0,1.0,0,False,False,,1.0,"The following records mention replacing a breathing circuit seal:

*   tasks_74 (Source ID: tasks_74) - “Corrective action: Replace breathing circuit seal and repeat leak test”
*   tasks_134 (Source ID: tasks_134) - “Corrective action: Replace breathing circuit seal and repeat leak test”",,,,
20260509_013326,q007,What corrective action is mentioned for the UPS battery issue?,Core semantic retrieval/extraction,,specific_action,qwen3:1.7b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,equipment,claims,work_orders","tasks_11,tasks_155,tasks_131,work_orders_292,work_orders_92,work_orders_272,claims_72,claims_92,claims_512,equipment_68",tasks_155,"tasks_131,tasks_155,work_orders_272,work_orders_292",,replace|battery|load test|UPS,pressure sensor,3.586,12.946,16.532,545,5576596600,2981,711898600,97.73,10014,9118,55,0.75,1.0,0,False,False,,0.9,"The corrective actions mentioned for the UPS battery issue include:  
1. **Replacing weak battery modules** (tasks_155, tasks_131, work_orders_292, work_orders_272).  
2. **Running load tests** (work_orders_292, work_orders_272).  

These actions are documented in tasks_155, tasks_131, and work_orders_292, with the blocked_reason related to insufficient spare parts for the battery modules.  

**Source IDs cited:**  
- tasks_155  
- tasks_131  
- work_orders_292",,,,
20260509_013326,q007,What corrective action is mentioned for the UPS battery issue?,Core semantic retrieval/extraction,,specific_action,qwen3:4b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,equipment,claims,work_orders","tasks_11,tasks_155,tasks_131,work_orders_292,work_orders_92,work_orders_272,claims_72,claims_92,claims_512,equipment_68",tasks_155,"claims_512,claims_72,claims_92,tasks_11,tasks_131,tasks_155,work_orders_272,work_orders_292,work_orders_92",,replace|battery|load test|UPS,pressure sensor,3.586,76.799,80.386,3317,68099298400,2981,1550444400,48.708,10014,9118,163,1.0,1.0,0,False,False,,1.0,"The corrective action mentioned for the UPS battery issue is **""Replace weak battery modules and run load test""**. This is explicitly stated in the work orders (source IDs: `work_orders_292`, `work_orders_92`, `work_orders_272`), which are directly associated with the UPS battery autonomy low issue. These work orders describe the scope of the corrective action as ""Replace weak battery modules and run load test"" in response to the identified problem. 

While the tasks (source IDs: `tasks_11`, `tasks_131`, `tasks_155`) reference ""oxygen cell"" in their blocked status, this appears to be a misstatement or contextual error in the provided context, as the work orders consistently and directly define the corrective action for the UPS battery issue. The claims (source IDs: `claims_72`, `claims_92`, `claims_512`) describe the issue but do not specify the corrective action, so the work orders are the primary source for the solution.

Thus, the answer is based on the work orders, which are the most relevant and explicit source for the corrective action in this context.",,,,
20260509_013326,q007,What corrective action is mentioned for the UPS battery issue?,Core semantic retrieval/extraction,,specific_action,qwen3:8b,nomic,nomic-embed-text,maintenance_records_nomic,3,10,"tasks,equipment,claims,work_orders","tasks_11,tasks_155,tasks_131,work_orders_292,work_orders_92,work_orders_272,claims_72,claims_92,claims_512,equipment_68",tasks_155,"tasks_155,work_orders_272,work_orders_292,work_orders_92",,replace|battery|load test|UPS,pressure sensor,3.586,80.99,84.577,571,64747797700,2981,3795237400,8.819,10014,9118,53,0.75,1.0,0,False,False,,0.9,"The corrective action mentioned for the UPS battery issue is **replacing weak battery modules and running a load test**. This is referenced in multiple records:  
- **tasks_155** (blocked reason and description).  
- **work_orders_292**, **work_orders_92**, and **work_orders_272** (scope and completion notes).  

These records consistently link the corrective action to UPS battery autonomy low issues.",,,,
